"","Team","Year","ContestFirst","FirstPct","ContestTop5","Top5Pct"
"215","North Merrick",2016,"EfficiencyFirstPlace",0.333333333333333,"EfficiencyTop5",15.6666666666667
"216","Port Washington Road Runners",2016,"EfficiencyFirstPlace",8.66666666666667,"EfficiencyTop5",47
"217","North Bellmore Rinky Dinks",2016,"EfficiencyFirstPlace",0.666666666666667,"EfficiencyTop5",15.6666666666667
"218","West Hempstead Westerners",2016,"EfficiencyFirstPlace",8.66666666666667,"EfficiencyTop5",50
"219","Manhasset-Lakeville Minute Men",2016,"EfficiencyFirstPlace",0,"EfficiencyTop5",0
"220","Rockville Centre Woodlanders",2016,"EfficiencyFirstPlace",0,"EfficiencyTop5",0
"221","Levittown Rebels",2016,"EfficiencyFirstPlace",0,"EfficiencyTop5",0
"222","Oyster Bay Teddy's Boys",2016,"EfficiencyFirstPlace",0.333333333333333,"EfficiencyTop5",16.6666666666667
"223","Merrick Buckeyes",2016,"EfficiencyFirstPlace",0,"EfficiencyTop5",0.666666666666667
"224","New Hyde Park Termites",2016,"EfficiencyFirstPlace",0,"EfficiencyTop5",0
"225","Clayton Calumets",2016,"EfficiencyFirstPlace",0,"EfficiencyTop5",0
"226","Brentwood Tigers",2016,"EfficiencyFirstPlace",0,"EfficiencyTop5",0
"227","Farmingville Bandits",2016,"EfficiencyFirstPlace",0,"EfficiencyTop5",3.33333333333333
"228","Elsmere Wanderers",2016,"EfficiencyFirstPlace",0,"EfficiencyTop5",0
"229","East Islip Guzzlers",2016,"EfficiencyFirstPlace",0,"EfficiencyTop5",0
"230","Baldwin Tomcats",2016,"EfficiencyFirstPlace",0,"EfficiencyTop5",0
"231","Henrietta Ol' Henries",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",9.33333333333333
"232","Point Pleasant Pea Pickers",2016,"MotorPumpFirstPlace",0.333333333333333,"MotorPumpTop5",36.3333333333333
"233","Sayville Blue Jays",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",0
"234","Sea Breeze Indians",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",0
"235","Copenhagen Cubs",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",0.333333333333333
"236","Great Bend Cobras",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",0.333333333333333
"237","West Carthage Hornets",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",0.333333333333333
"238","Carthage Nighthawks",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",0
"239","Louisville Turtles",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",1
"240","Islip Wolves",2016,"MotorPumpFirstPlace",19.6666666666667,"MotorPumpTop5",59.3333333333333
"241","Bay Shore Redskins",2016,"MotorPumpFirstPlace",1,"MotorPumpTop5",27
"242","Deer Park Bucks",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",0
"243","East Farmingdale Hares",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",0
"244","West Sayville Flying Dutchmen",2016,"MotorPumpFirstPlace",41.3333333333333,"MotorPumpTop5",74
"245","North Greece Lil Squirts",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",6.33333333333333
"246","Central Islip Hoboes",2016,"MotorPumpFirstPlace",14,"MotorPumpTop5",57.6666666666667
"247","Hagerman Gamblers",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",0
"248","Cutchogue Panthers",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",3.33333333333333
"249","Lindenhurst Snails",2016,"MotorPumpFirstPlace",4,"MotorPumpTop5",24.6666666666667
"250","Main-Transit Slo Pokes",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",0
"251","North Lindenhurst Piston Knockers",2016,"MotorPumpFirstPlace",10.6666666666667,"MotorPumpTop5",61
"252","Riverhead Ironmen",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",6.66666666666667
"253","Copiague Yellowbirds",2016,"MotorPumpFirstPlace",4.33333333333333,"MotorPumpTop5",30
"254","Selden Slowpokes",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",0.666666666666667
"255","Spencerport Red Onions",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",5
"256","Sheridan Park All Thumbs",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",0
"257","Roslyn Highlanders",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",0
"258","Westbury Turtles",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",0
"259","Carle Place Frogs",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",1
"260","Hicksville Hicks",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",1.33333333333333
"261","North Merrick",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",2
"262","Port Washington Road Runners",2016,"MotorPumpFirstPlace",3,"MotorPumpTop5",34.6666666666667
"263","North Bellmore Rinky Dinks",2016,"MotorPumpFirstPlace",0.333333333333333,"MotorPumpTop5",10.3333333333333
"264","West Hempstead Westerners",2016,"MotorPumpFirstPlace",1.33333333333333,"MotorPumpTop5",42.3333333333333
"265","Manhasset-Lakeville Minute Men",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",0.666666666666667
"266","Rockville Centre Woodlanders",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",0
"267","Levittown Rebels",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",0
"268","Oyster Bay Teddy's Boys",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",0.333333333333333
"269","Merrick Buckeyes",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",0.666666666666667
"270","New Hyde Park Termites",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",0.333333333333333
"271","Clayton Calumets",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",0
"272","Brentwood Tigers",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",0.666666666666667
"273","Farmingville Bandits",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",0.333333333333333
"274","Elsmere Wanderers",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",1
"275","East Islip Guzzlers",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",0
"276","Baldwin Tomcats",2016,"MotorPumpFirstPlace",0,"MotorPumpTop5",1
"277","Henrietta Ol' Henries",2016,"BucketsFirstPlace",0.666666666666667,"BucketsTop5",8.33333333333333
"278","Point Pleasant Pea Pickers",2016,"BucketsFirstPlace",0,"BucketsTop5",5
"279","Sayville Blue Jays",2016,"BucketsFirstPlace",0,"BucketsTop5",0
"280","Sea Breeze Indians",2016,"BucketsFirstPlace",0,"BucketsTop5",0
"281","Copenhagen Cubs",2016,"BucketsFirstPlace",0,"BucketsTop5",10
"282","Great Bend Cobras",2016,"BucketsFirstPlace",0,"BucketsTop5",11.6666666666667
"283","West Carthage Hornets",2016,"BucketsFirstPlace",0,"BucketsTop5",0
"284","Carthage Nighthawks",2016,"BucketsFirstPlace",0,"BucketsTop5",0
"285","Louisville Turtles",2016,"BucketsFirstPlace",0,"BucketsTop5",2
"286","Islip Wolves",2016,"BucketsFirstPlace",4.33333333333333,"BucketsTop5",50.3333333333333
"287","Bay Shore Redskins",2016,"BucketsFirstPlace",34.3333333333333,"BucketsTop5",43.3333333333333
"288","Deer Park Bucks",2016,"BucketsFirstPlace",0.333333333333333,"BucketsTop5",4
"289","East Farmingdale Hares",2016,"BucketsFirstPlace",0,"BucketsTop5",0
"290","West Sayville Flying Dutchmen",2016,"BucketsFirstPlace",25.6666666666667,"BucketsTop5",38
"291","North Greece Lil Squirts",2016,"BucketsFirstPlace",0,"BucketsTop5",6
"292","Central Islip Hoboes",2016,"BucketsFirstPlace",4.33333333333333,"BucketsTop5",53
"293","Hagerman Gamblers",2016,"BucketsFirstPlace",0,"BucketsTop5",11
"294","Cutchogue Panthers",2016,"BucketsFirstPlace",0,"BucketsTop5",5.33333333333333
"295","Lindenhurst Snails",2016,"BucketsFirstPlace",0,"BucketsTop5",9
"296","Main-Transit Slo Pokes",2016,"BucketsFirstPlace",0,"BucketsTop5",11.3333333333333
"297","North Lindenhurst Piston Knockers",2016,"BucketsFirstPlace",0,"BucketsTop5",10.3333333333333
"298","Riverhead Ironmen",2016,"BucketsFirstPlace",0,"BucketsTop5",6.66666666666667
"299","Copiague Yellowbirds",2016,"BucketsFirstPlace",1,"BucketsTop5",21.6666666666667
"300","Selden Slowpokes",2016,"BucketsFirstPlace",0,"BucketsTop5",0
"301","Spencerport Red Onions",2016,"BucketsFirstPlace",0,"BucketsTop5",4.33333333333333
"302","Sheridan Park All Thumbs",2016,"BucketsFirstPlace",0,"BucketsTop5",0
"303","Roslyn Highlanders",2016,"BucketsFirstPlace",0,"BucketsTop5",0
"304","Westbury Turtles",2016,"BucketsFirstPlace",0,"BucketsTop5",8.33333333333333
"305","Carle Place Frogs",2016,"BucketsFirstPlace",0,"BucketsTop5",6.33333333333333
"306","Hicksville Hicks",2016,"BucketsFirstPlace",0,"BucketsTop5",6.66666666666667
"307","North Merrick",2016,"BucketsFirstPlace",0,"BucketsTop5",4
"308","Port Washington Road Runners",2016,"BucketsFirstPlace",8.33333333333333,"BucketsTop5",49.3333333333333
"309","North Bellmore Rinky Dinks",2016,"BucketsFirstPlace",0,"BucketsTop5",8.66666666666667
"310","West Hempstead Westerners",2016,"BucketsFirstPlace",21,"BucketsTop5",60.3333333333333
"311","Manhasset-Lakeville Minute Men",2016,"BucketsFirstPlace",0,"BucketsTop5",4.66666666666667
"312","Rockville Centre Woodlanders",2016,"BucketsFirstPlace",0,"BucketsTop5",0
"313","Levittown Rebels",2016,"BucketsFirstPlace",0,"BucketsTop5",0
"314","Oyster Bay Teddy's Boys",2016,"BucketsFirstPlace",0,"BucketsTop5",10
"315","Merrick Buckeyes",2016,"BucketsFirstPlace",0,"BucketsTop5",9
"316","New Hyde Park Termites",2016,"BucketsFirstPlace",0,"BucketsTop5",5
"317","Clayton Calumets",2016,"BucketsFirstPlace",0,"BucketsTop5",3
"318","Brentwood Tigers",2016,"BucketsFirstPlace",0,"BucketsTop5",0
"319","Farmingville Bandits",2016,"BucketsFirstPlace",0,"BucketsTop5",0
"320","Elsmere Wanderers",2016,"BucketsFirstPlace",0,"BucketsTop5",13.3333333333333
"321","East Islip Guzzlers",2016,"BucketsFirstPlace",0,"BucketsTop5",0
"322","Baldwin Tomcats",2016,"BucketsFirstPlace",0,"BucketsTop5",0
"323","Henrietta Ol' Henries",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"324","Point Pleasant Pea Pickers",2016,"OverallFirstPlace",NA,"OverallTop5",6.33333333333333
"325","Sayville Blue Jays",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"326","Sea Breeze Indians",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"327","Copenhagen Cubs",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"328","Great Bend Cobras",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"329","West Carthage Hornets",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"330","Carthage Nighthawks",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"331","Louisville Turtles",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"332","Islip Wolves",2016,"OverallFirstPlace",9.66666666666667,"OverallTop5",68.6666666666667
"333","Bay Shore Redskins",2016,"OverallFirstPlace",0.333333333333333,"OverallTop5",26.6666666666667
"334","Deer Park Bucks",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"335","East Farmingdale Hares",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"336","West Sayville Flying Dutchmen",2016,"OverallFirstPlace",28.6666666666667,"OverallTop5",92.6666666666667
"337","North Greece Lil Squirts",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"338","Central Islip Hoboes",2016,"OverallFirstPlace",39,"OverallTop5",96.3333333333333
"339","Hagerman Gamblers",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"340","Cutchogue Panthers",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"341","Lindenhurst Snails",2016,"OverallFirstPlace",NA,"OverallTop5",1.33333333333333
"342","Main-Transit Slo Pokes",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"343","North Lindenhurst Piston Knockers",2016,"OverallFirstPlace",16.3333333333333,"OverallTop5",86.6666666666667
"344","Riverhead Ironmen",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"345","Copiague Yellowbirds",2016,"OverallFirstPlace",0.333333333333333,"OverallTop5",4.33333333333333
"346","Selden Slowpokes",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"347","Spencerport Red Onions",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"348","Sheridan Park All Thumbs",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"349","Roslyn Highlanders",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"350","Westbury Turtles",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"351","Carle Place Frogs",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"352","Hicksville Hicks",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"353","North Merrick",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"354","Port Washington Road Runners",2016,"OverallFirstPlace",6,"OverallTop5",54.3333333333333
"355","North Bellmore Rinky Dinks",2016,"OverallFirstPlace",NA,"OverallTop5",0.666666666666667
"356","West Hempstead Westerners",2016,"OverallFirstPlace",8.66666666666667,"OverallTop5",83
"357","Manhasset-Lakeville Minute Men",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"358","Rockville Centre Woodlanders",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"359","Levittown Rebels",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"360","Oyster Bay Teddy's Boys",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"361","Merrick Buckeyes",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"362","New Hyde Park Termites",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"363","Clayton Calumets",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"364","Brentwood Tigers",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"365","Farmingville Bandits",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"366","Elsmere Wanderers",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"367","East Islip Guzzlers",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"368","Baldwin Tomcats",2016,"OverallFirstPlace",NA,"OverallTop5",NA
"369","Henrietta Ol' Henries",2016,"ThreeManLadderFirstPlace",0.333333333333333,"ThreeManLadderTop5",15.6666666666667
"370","Point Pleasant Pea Pickers",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",25.3333333333333
"371","Sayville Blue Jays",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",1.66666666666667
"372","Sea Breeze Indians",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",1
"373","Copenhagen Cubs",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",3.33333333333333
"374","Great Bend Cobras",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",3.33333333333333
"375","West Carthage Hornets",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",0
"376","Carthage Nighthawks",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",3.66666666666667
"377","Louisville Turtles",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",1
"378","Islip Wolves",2016,"ThreeManLadderFirstPlace",2.66666666666667,"ThreeManLadderTop5",18.3333333333333
"379","Bay Shore Redskins",2016,"ThreeManLadderFirstPlace",22.3333333333333,"ThreeManLadderTop5",40.6666666666667
"380","Deer Park Bucks",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",1.66666666666667
"381","East Farmingdale Hares",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",2.66666666666667
"382","West Sayville Flying Dutchmen",2016,"ThreeManLadderFirstPlace",23,"ThreeManLadderTop5",75.6666666666667
"383","North Greece Lil Squirts",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",2.33333333333333
"384","Central Islip Hoboes",2016,"ThreeManLadderFirstPlace",39,"ThreeManLadderTop5",82.6666666666667
"385","Hagerman Gamblers",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",1
"386","Cutchogue Panthers",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",1.33333333333333
"387","Lindenhurst Snails",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",12
"388","Main-Transit Slo Pokes",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",2
"389","North Lindenhurst Piston Knockers",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",25.3333333333333
"390","Riverhead Ironmen",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",1.66666666666667
"391","Copiague Yellowbirds",2016,"ThreeManLadderFirstPlace",5.66666666666667,"ThreeManLadderTop5",35.6666666666667
"392","Selden Slowpokes",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",1.66666666666667
"393","Spencerport Red Onions",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",2.66666666666667
"394","Sheridan Park All Thumbs",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",0
"395","Roslyn Highlanders",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",2.66666666666667
"396","Westbury Turtles",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",1
"397","Carle Place Frogs",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",5
"398","Hicksville Hicks",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",2
"399","North Merrick",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",1.33333333333333
"400","Port Washington Road Runners",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",2
"401","North Bellmore Rinky Dinks",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",27.3333333333333
"402","West Hempstead Westerners",2016,"ThreeManLadderFirstPlace",7,"ThreeManLadderTop5",79.3333333333333
"403","Manhasset-Lakeville Minute Men",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",4
"404","Rockville Centre Woodlanders",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",0
"405","Levittown Rebels",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",1
"406","Oyster Bay Teddy's Boys",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",3
"407","Merrick Buckeyes",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",1.66666666666667
"408","New Hyde Park Termites",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",2.33333333333333
"409","Clayton Calumets",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",1.33333333333333
"410","Brentwood Tigers",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",0
"411","Farmingville Bandits",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",1
"412","Elsmere Wanderers",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",2.66666666666667
"413","East Islip Guzzlers",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",0
"414","Baldwin Tomcats",2016,"ThreeManLadderFirstPlace",0,"ThreeManLadderTop5",0
